source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc297,e299,0,-1,39,00403.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc298,e299,0,-1,39,04282.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc302,e299,0,-1,39,03836.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc305,e299,0,-1,39,01923.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc303,e325,0,-1,40,00721.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc304,e325,0,-1,40,02358.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc324,e325,0,-1,40,02132.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc326,e325,0,-1,40,03661.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc327,e325,0,-1,40,04302.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc306,e315,0,-1,41,02232.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc307,e315,0,-1,41,03258.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc308,e315,0,-1,41,00966.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc309,e315,0,-1,41,02991.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc314,e315,0,-1,41,01039.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc316,e315,0,-1,41,00426.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc312,e349,0,-1,42,00945.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc313,e349,0,-1,42,00696.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc347,e349,0,-1,42,00445.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc373,e349,0,-1,42,01489.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc317,e320,0,-1,43,02586.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc318,e320,0,-1,43,00538.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc319,e320,0,-1,43,00729.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc321,e320,0,-1,43,00818.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc322,e320,0,-1,43,00036.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc323,e320,0,-1,43,03194.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc341,e320,0,-1,43,00822.txt,00173.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc328,e330,0,-1,44,00378.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc329,e330,0,-1,44,00593.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc331,e330,0,-1,44,00632.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc332,e330,0,-1,44,01939.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc333,e330,0,-1,44,01629.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc334,e330,0,-1,44,01867.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc335,e330,0,-1,44,03292.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc336,e330,0,-1,44,00815.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc338,e330,0,-1,44,01759.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc339,e330,0,-1,44,01199.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc340,e330,0,-1,44,03439.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc344,e330,0,-1,44,00897.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc353,e330,0,-1,44,00045.txt,00325.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc337,e358,0,-1,45,00792.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc354,e358,0,-1,45,04106.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc355,e358,0,-1,45,01873.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc356,e358,0,-1,45,04214.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc357,e358,0,-1,45,03959.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc359,e358,0,-1,45,03417.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc342,e370,0,-1,46,04430.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc343,e370,0,-1,46,03023.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc345,e370,0,-1,46,04054.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc346,e370,0,-1,46,01404.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc368,e370,0,-1,46,01470.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc369,e370,0,-1,46,03315.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc371,e370,0,-1,46,03175.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc348,e372,0,-1,47,03691.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc374,e372,0,-1,47,02560.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc375,e372,0,-1,47,03301.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc376,e372,0,-1,47,00536.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc360,e363,0,-1,48,04426.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc361,e363,0,-1,48,00321.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc362,e363,0,-1,48,02037.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc363,e366,0,-1,49,03367.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc364,e366,0,-1,49,02227.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc365,e366,0,-1,49,02102.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc367,e366,0,-1,49,03048.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc394,e366,0,-1,49,02542.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc395,e366,0,-1,49,02495.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc377,e379,0,-1,50,00279.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc378,e379,0,-1,50,03364.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc380,e379,0,-1,50,02107.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc384,e379,0,-1,50,01097.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc385,e379,0,-1,50,02710.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc386,e379,0,-1,50,02085.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc387,e389,0,-1,51,04273.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc388,e389,0,-1,51,01581.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc413,e389,0,-1,51,03408.txt,00349.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc390,e393,0,-1,52,02442.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc391,e393,0,-1,52,02189.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc392,e393,0,-1,52,02633.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc412,e393,0,-1,52,02443.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc396,e401,0,-1,53,02768.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc397,e401,0,-1,53,03584.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc402,e401,0,-1,53,00954.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc398,e400,0,-1,54,01220.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc399,e400,0,-1,54,00408.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc401,e400,0,-1,54,03688.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc403,e404,0,-1,55,01869.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc405,e404,0,-1,55,02803.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc406,e404,0,-1,55,03582.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc474,e404,0,-1,55,02587.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc475,e404,0,-1,55,03697.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc407,e452,0,-1,56,02852.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc408,e452,0,-1,56,02726.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc453,e452,0,-1,56,04003.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc454,e452,0,-1,56,01499.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc455,e452,0,-1,56,00487.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc409,e410,0,-1,57,04146.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc411,e410,0,-1,57,00875.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc41,e40,0,-1,58,00783.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc42,e40,0,-1,58,03673.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc43,e40,0,-1,58,03595.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc44,e40,0,-1,58,02671.txt,00393.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc415,e414,0,-1,59,01464.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc416,e414,0,-1,59,01554.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc429,e414,0,-1,59,00937.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc418,e422,0,-1,60,01982.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc419,e420,0,-1,61,04113.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc421,e420,0,-1,61,04373.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc426,e420,0,-1,61,00459.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc427,e420,0,-1,61,00777.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc428,e420,0,-1,61,02695.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc423,e424,0,-1,62,02856.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc425,e424,0,-1,62,01333.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc433,e424,0,-1,62,01332.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc434,e424,0,-1,62,00395.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc430,e431,0,-1,63,00896.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc432,e431,0,-1,63,00136.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc431,e432,0,-1,64,03604.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc435,e427,0,-1,65,02601.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc436,e442,0,-1,66,03782.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc437,e442,0,-1,66,01524.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc443,e442,0,-1,66,01790.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc438,e440,0,-1,67,01193.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc439,e440,0,-1,67,00590.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc441,e440,0,-1,67,00207.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc444,e440,0,-1,67,01899.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc462,e440,0,-1,67,00421.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc463,e440,0,-1,67,02806.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc464,e440,0,-1,67,02093.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc465,e440,0,-1,67,00505.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc445,e450,0,-1,68,02142.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc449,e450,0,-1,68,00483.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc451,e450,0,-1,68,01720.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc457,e450,0,-1,68,00737.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc458,e450,0,-1,68,03375.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc459,e450,0,-1,68,01137.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc460,e450,0,-1,68,03250.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc461,e450,0,-1,68,01203.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc446,e448,0,-1,69,02136.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc447,e448,0,-1,69,00231.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc456,e471,0,-1,70,00643.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc466,e471,0,-1,70,02757.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc467,e471,0,-1,70,04126.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc468,e471,0,-1,70,02933.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc469,e471,0,-1,70,02980.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc470,e471,0,-1,70,01803.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc472,e471,0,-1,70,01295.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc473,e471,0,-1,70,00094.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc476,e471,0,-1,70,02143.txt,00404.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc478,e477,0,-1,71,03516.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc479,e494,0,-1,72,00448.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc480,e494,0,-1,72,02549.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc495,e494,0,-1,72,03663.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc497,e494,0,-1,72,00294.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc481,e490,0,-1,73,03983.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc482,e490,0,-1,73,01635.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc483,e490,0,-1,73,03450.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc489,e490,0,-1,73,04217.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc491,e490,0,-1,73,04080.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc492,e490,0,-1,73,00826.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc493,e490,0,-1,73,00812.txt,00490.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc484,e486,0,-1,74,01367.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc485,e486,0,-1,74,02204.txt,00477.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc487,e516,0,-1,75,00495.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc515,e516,0,-1,75,03867.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc517,e516,0,-1,75,04163.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc518,e516,0,-1,75,03452.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc519,e516,0,-1,75,02157.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc520,e516,0,-1,75,04152.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc488,e512,0,-1,76,03135.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc511,e512,0,-1,76,00157.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc513,e512,0,-1,76,03569.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc514,e512,0,-1,76,01546.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc49,e50,0,-1,77,03078.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc51,e50,0,-1,77,03096.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc56,e50,0,-1,77,03481.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc496,e503,0,-1,78,01252.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc501,e503,0,-1,78,00328.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc502,e503,0,-1,78,02804.txt,00503.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc498,e499,0,-1,79,03171.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc500,e499,0,-1,79,04249.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc504,e499,0,-1,79,02674.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc505,e499,0,-1,79,00343.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc507,e499,0,-1,79,02886.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc508,e499,0,-1,79,00595.txt,00013.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc506,e528,0,-1,80,00275.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc529,e528,0,-1,80,00858.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc531,e528,0,-1,80,02346.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc509,e527,0,-1,81,03833.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc510,e527,0,-1,81,04331.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc525,e527,0,-1,81,01682.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc526,e527,0,-1,81,02181.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc533,e527,0,-1,81,03765.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc521,e522,0,-1,82,02747.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc523,e522,0,-1,82,01433.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc542,e522,0,-1,82,03724.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc543,e522,0,-1,82,01107.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc524,e540,0,-1,83,02341.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc541,e540,0,-1,83,00087.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc544,e540,0,-1,83,00357.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc565,e540,0,-1,83,03927.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc530,e534,0,-1,84,01419.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc532,e534,0,-1,84,02378.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc535,e534,0,-1,84,00649.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc569,e534,0,-1,84,03303.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc536,e538,0,-1,85,04455.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc537,e538,0,-1,85,01714.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc539,e538,0,-1,85,03677.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc566,e538,0,-1,85,01976.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc567,e538,0,-1,85,03374.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc568,e538,0,-1,85,01117.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc570,e538,0,-1,85,01094.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc545,e553,0,-1,86,01071.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc552,e553,0,-1,86,01115.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc554,e553,0,-1,86,04459.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc555,e553,0,-1,86,00592.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc546,e549,0,-1,87,03766.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc547,e549,0,-1,87,04165.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc548,e549,0,-1,87,03097.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc550,e549,0,-1,87,04375.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc551,e549,0,-1,87,01011.txt,00522.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc55,e57,0,-1,88,01003.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc556,e559,0,-1,89,01593.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc557,e559,0,-1,89,02962.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc558,e559,0,-1,89,03406.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc561,e560,0,-1,90,01831.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
doc562,e560,0,-1,90,00388.txt,00559.txt,10,insurance;new;investors;says;bonds,cable;dealers;nasdaq;printer;tax
